BGGId,Name,Description,YearPublished,GameWeight,AvgRating,BayesAvgRating,StdDev,MinPlayers,MaxPlayers,ComAgeRec,LanguageEase,Kickstarted,ImagePath,Rank:boardgame,Rank:strategygames,Rank:abstracts,Rank:familygames,Rank:thematic,Rank:cgs,Rank:wargames,Rank:partygames,Rank:childrensgames,Cat:Thematic,Cat:Strategy,Cat:War,Cat:Family,Cat:CGS,Cat:Abstract,Cat:Party,Cat:Childrens
2885,C.V.: A Game of the Battle of Midway,quotcv recreate game form famous decisive battle midway june quot   refinement mr taylor early quotflat topquot basically mechanic set forth game,1979,3.75,7.3396,5.58816,1.43624,2,4,16,1093,0,https://cf.geekdo-images.com/Fsg70l1UJMdKFaWp7mmung__original/img/riaB6iY5w2YzxSPCzJR1El0WGEQ=/0x0/filters:format(jpeg)/pic1165449.jpg,7926,21926,21926,21926,21926,21926,1198,21926,21926,0,0,1,0,0,0,0,0
2887,The Yeti Slalom,team snowboard racer compete yeti cup movement card cardscause yetis throw snowball knock racer,2001,1.3333,4.90016,5.44074,1.41515,3,5,6,,0,https://cf.geekdo-images.com/JPe6N9izQjpfc3VJWj6wgA__original/img/VxEtXhDOde0XRnFD2h7L7m_-HSg=/0x0/filters:format(jpeg)/pic130309.jpg,21157,21926,21926,21926,21926,21926,21926,21926,745,0,0,0,0,0,0,0,1
2888,Starfire II,starfire ii expansion original pocket game starfire   expansion starfire design stand game include rule starfire system   starfire ii build starfire st ed rule add ship system prior rule add space fighter include ship construction rulesreimplemente      starfire nd edition,1980,2.6923,6.64179,5.57712,1.44953,2,3,10,,0,https://cf.geekdo-images.com/c92PhXSDuq78jo2KfaxQJA__original/img/-DLWF1_iN6wBCgOR3Icoc14bPko=/0x0/filters:format(jpeg)/pic48689.jpg,8487,21926,21926,21926,21926,21926,1542,21926,21926,0,0,1,0,0,0,0,0
2889,Golem,wonderfully light card game mad scientist build golem material attack rival golem create traditional frankenstein   animated statue clay   robotic automaton   bizarre combination build golem mad scientist chance manage cobble send destroy theirs collect victory point diabolical scientist blockrhino venture   dunsmore strooty hill nsw australia,1995,1.3333,6.78147,5.52258,1.42985,3,6,,1097,0,https://cf.geekdo-images.com/004Uy08Cl9FYPtEv6eBqVA__original/img/r_b_lmMHRpLh27OpuOEYOr0LX6c=/0x0/filters:format(jpeg)/pic33888.jpg,14094,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0
2891,Starfire,starfire series wargame simulate combat space sublight speed    ship combat noncombat system represent letter combination letter   quotwordquot make ship damage ship letter cross left right quotwordquot ship destroy   movement quotendlessquot hex map occur   impulse   galactic travel accomplish quotwarp pointsquot connect star system random manner   game include scenario fictional future quotfuture historyquot conflict terran earth race galaxy   include ship construction rule design custom ship open fleet battlesreimplemente      starfire rd edition      galactic starfire      solar starfire,1979,2.697,6.88148,5.67726,1.46805,2,3,14.4,28,0,https://cf.geekdo-images.com/fLYh7WBVVnt6l-SgI6Sj2g__original/img/hfiV_jGdtgtchZIS6F4xcx9z6H0=/0x0/filters:format(jpeg)/pic68986.jpg,5400,21926,21926,21926,21926,21926,850,21926,21926,0,0,1,0,0,0,0,0
2895,Nanofictionary,nanofictionary storytelling game round round involve construction story player race collect plot element set character problem resolution round player tell story player vote good story additional vote add judge sideline,2002,1.4643,5.80839,5.53919,1.56758,3,6,,,0,https://cf.geekdo-images.com/_X2fSZcDiCkwzaUmYsCr-A__original/img/L5Ce3Tj04kkkm4VKrJEdyyfhXuM=/0x0/filters:format(jpeg)/pic3644879.jpg,11564,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0
2897,In Pursuit,pursuit new trivium game maker trivial pursuit   player start separate randomlyselected team   roll dice answer question team change   end game player win,2001,1.8333,5.56329,5.50156,1.34091,4,8,10,1110,0,https://cf.geekdo-images.com/tRHTLW4yihoNaUiLfHFB0g__original/img/-Bvqciptcyl3IG_3QLy32DwKBmI=/0x0/filters:format(jpeg)/pic207779.jpg,17687,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0
2901,GolfMania,like play golf   fast funnier use card dice instead ball club bad pant recommend require okay   like play golf lot fungolfmania wacky fastpaced card game     player object game complete   hole golf equal part luck strategy sincere desire opponent suffer game family enjoy rule simple card fun colorful play   minuteshere quick overview game like beginning turn quotholequot card draw hole card worth certain number hole point win swing ie roll die good shot    get chance swing get play card affect swing   freaky weather lucky gopher hitech golf equipment zany event sure change way play golfdid win hole great point close win goal   hole point   matter ll try hole card revenge opponent nail nasty card turn,1997,1.25,5.14428,5.45532,1.74091,2,6,12,2.5,0,https://cf.geekdo-images.com/dtvAnEiW3YaRthMh6GGXeg__original/img/-qqUD2LYvklLxeg7YShXhSLwNzM=/0x0/filters:format(jpeg)/pic174640.jpg,20915,21926,21926,2207,21926,21926,21926,21926,21926,0,0,0,1,0,0,0,0
2902,Twilight Imperium: Armada,confuse twilight imperium twilight armada accessorythe galaxy engulf terrible conflict fleet havoc patrol ancient border space impressive armada bent destruction penetrate deep enemy system time skill cunne time tactic plan time war armada set rich popular twilight imperium universe player control major race crumble empire battle glory survival fill brim ship war personnel technology armada customizable game strategic resource allocation tactical space warfaretake control unique capability race fleetfederation solsardakk norrbarony letnevemirate hacaneach ship diecut counter quotflippingquot diskwar range war player familiar system ship stat clearly print tile sheet cross reference combat resolve toss hit counter damage damage penetrate opponent shield check critical hit exciting alternative dice rollingoverall fun simple space combat game mention inexpensive alternative miniaturesanother note interest star trek red alert game go print fantasy flight game continue game twilight imperium universe game compatible big difference armada nt cloak technology squadron squadron comprise fighter bomber extremely nasty play opponent carrier sit duck include fighter ownthe twilight imperium armada   stellar matter pack ultimate terrain expansion asteroid field planet space dock planetary defense system ll need twilight imperium armada   incursion introduce new element game missiles new squadron type new technology new ship new crewexpande     twilight imperium armada   stellar matter     twilight imperium armada   incursion,2001,2.75,6.7555,5.56468,1.42976,2,6,,,0,https://cf.geekdo-images.com/_FA9GJedUgkDjlBNpZzbEw__original/img/XiS33zoYlAphbTMWGQQQJZdWEog=/0x0/filters:format(jpeg)/pic131461.jpg,9226,21926,21926,21926,21926,125,21926,21926,21926,0,0,0,0,1,0,0,0
2903,The Hunt for Red October,hunt red october depict quotmodernquot naval combat north atlantic soviets vs natothe game contain   scenario place combination aircraft surface ship submarine player disposal map break irregular quotspacesquot contain land shallow deep sea land space contain airbase andor ports sea space contain stand detection patrol sosus etcpiece double sided cardboard   different size capital shipstask force small shipssubmarine aircraft give basic information formation aircraft submarine silhouette task force symbol specific information unit secret opponent unit detection rating attack ratingeach start turn random number detection attempt d nato d soviet piece move board shipssub   space aircraft      depend type oppose piece move space detection attempt spend try locate enemy unit space usually d lt detection rating detect unit turn sideways side unit find combat initiatedcombat attack phase dice roll vs attack rating attack unit usually   d exception hit determine resolve simultaneously ship fire phase conduct second attack phase unit combat detect firing detect mean undetected unit invariably shoot second phase hit determine      hit subs small surface ship large surface ship require destroy unit aircraft destroy hit roll     victory determine scenario condition optional rule appear significantly increase complexity game,1988,2.46,5.9596,5.57181,1.45477,2,2,12,1117,0,https://cf.geekdo-images.com/Qooy1OxaiofcfZ6wDI0Snw__original/img/cFhAsX0hr8RxMEWFrq_VIMOf5Kk=/0x0/filters:format(jpeg)/pic261029.jpg,8794,21926,21926,21926,21926,21926,2384,21926,21926,0,0,1,0,0,0,0,0
2904,John Prados' Third Reich,avalanche press websitethird reich interweave land naval air struggle equally important economic political battle player guide nation victory capture key objective make sure mdash particular ally mdash get firstplayer leadership britain france italy germany united states soviet union major power turn influence small countire like turkey greece romania join war offer bribe territory itrsquos important decrease elsersquo influence build ownthe currency game basic resource point brp represent financial industrial agricultural production need wage war brprsquo build new unit pay offensive replace loss suffer battle bribe minor country host purpose countryrsquos production affect conquer lose territory strategic warfare chiefly attack submarine bombersonce activate usually cost brprsquos land naval air unit attack enemy unit combat resolve roll dice result   usually equal hit combat result table factor count ldquoperfect numbersrdquo unit commit battle wargame land unit hit brprsquo absorb damage hit reduce strength destroy naval air unit pack great punch donrsquot bounce damage easilyscenario game situation begin game           political marker randomly choose determine event place outside playersrsquo control poland capitulate germany   mussolini churchill hitler unleash stupid scheme italian british german player execute oil find libya french navy rally ally axis jet develop good german kill hitler mdash dozen event possiblea popular game time edition reich spawn sequel great pacific war game play separatelybgg descriptionavalanche press rerelease original classic significant overhaul base avalon hill reich later advanced reichthere dramatic simplification streamlining go crt replace columbiaesque quotroll lot dicequot combat resolution system frontoption system revise quothq activation markerquot system nation buy activation marker hqs land air unit put cup turn order determine draw naval air system overhaul simplify sea zone regulate movement tactical air support limit equal strength attackerdefender timesalso include   spanish civil war boil general european conflict   scenario western ally russia fall collapse germany,2001,4,6.47816,5.61423,1.96107,2,5,14.5,1123.333333,0,https://cf.geekdo-images.com/PcBfBZb3cqi9y4ETbPpeQw__original/img/5k4ZnPouSAZNUqKCtmENW6KOLis=/0x0/filters:format(jpeg)/pic168409.jpg,6893,21926,21926,21926,21926,21926,1345,21926,21926,0,0,1,0,0,0,0,0
2907,James Clavell's Tai-Pan,highpriced time james clavell game produce fasa    retail   trading chinese coast s   player buy sell cargo porttoport include tea spice silk opium   event come play deck card   player money end game winner,1981,2.3333,5.96167,5.51543,1.58588,2,4,14,1128,0,https://cf.geekdo-images.com/vKy0fVBj4LCDCTy8AymSWA__original/img/ENzO5U2Rgi6vmX9ne5Vn9uO3BbY=/0x0/filters:format(jpeg)/pic177712.jpg,15309,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0
2910,Power Lunch,player attempt score point meld personality card playing board restaurant card set sequence rummystyle need reason d sit   player empty hand table close hand end point score,1994,1.5,2.73654,5.33284,1.49364,2,6,,,0,https://cf.geekdo-images.com/LFWHUOXv4-kqGdvVR5Q4Yw__original/img/rlPqjZMm9mc5gZzOXJZr4_5FR-k=/0x0/filters:format(jpeg)/pic1265984.jpg,21542,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0
2911,Point-Blank,boxfinish opponent pointblank duel position   block opponent win   straight diagonally edge point player able wina neat allplastic game gabriel line quothiqquot game late s   player square x grid place plastic arrow position direction leave right diagonal   subsequent piece place space indicate precede piece   object game player able   word soon player way block game endsthis hiq game,1979,1.3333,5.62045,5.49858,1.34892,2,2,,26,0,https://cf.geekdo-images.com/3TwbsDb6vObmGKJRNFK3vg__original/img/KTpsrwa5eWtEjpSp5XhnWx2uAFQ=/0x0/filters:format(jpeg)/pic461397.jpg,18097,21926,942,21926,21926,21926,21926,21926,21926,0,0,0,0,0,1,0,0
2916,File 13,file   trace life game invention wind way path pitfall pith pratfall corporate intelligence ll discover long hard road author brain bestseller listoriginally publish issue   dragon magazine april   errata clarification new rule publish dragon republish boxed set good dragon magazine game,1983,1,5.19392,5.47712,1.55679,1,4,,,0,https://cf.geekdo-images.com/SFyZBBaG2ozBFtccV1JAvw__original/img/qhtXop_3BELwO8efMUSJKSR6U2c=/0x0/filters:format(jpeg)/pic1268670.jpg,20166,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0
2917,Age of Chivalry,age chivalry quad contain battle early middle age x map counter dhasting feature famous battle control england harold godwineson william conqueror saxon normans fight death cavalry begin emerge dominant force battlefieldlincoln pit king stephen england rebellious baron west welsh border area   meet lincoln determine fate english crownbouvine feature emerge force nationalism king philip force holy roman empire emperor ottomarchfield see combine army austria hungary mass stop onslaught ottokar bohemia large cavalry battle era,1992,1.8571,6.18448,5.52293,1.24908,1,2,,,0,https://cf.geekdo-images.com/Pc6gIEWHbvhMMvCz5KJaIA__original/img/YD7QZ9n_s2N9md_Rpw1Zrq69tmg=/0x0/filters:format(jpeg)/pic8038.jpg,14033,21926,21926,21926,21926,21926,2694,21926,21926,0,0,1,0,0,0,0,0
